EmpID,Name,Age,YearsAtCompany,JobSatisfaction,WorkLifeBalance,MonthlyIncome,OverTimeHours,DistanceFromHome_km,PromotionLast5Years,Attrition
EMP0988,Employee_989,52,12,Low,Good,3238,3 hours,4.978,Yes,No
EMP0989,Employee_990,59,14,Low,Worst,16891,3 hours,16.611,No,No
EMP0990,Employee_991,31,8,Very Low,Good,12338,4 hours,5.49,No,No
EMP0991,Employee_992,55,7,Very Low,Bad,12749,7 hours,18.236,No,Yes
EMP0992,Employee_993,23,2,Very High,Bad,13349,6 hours,28.866,Yes,Yes
EMP0993,Employee_994,24,14,High,Worst,16582,8 hours,7.377,No,No
EMP0994,Employee_995,56,13,High,Bad,14643,4 hours,10.903,No,No
EMP0995,Employee_996,27,8,High,Good,15245,No OT,15.567,No,No
EMP0996,Employee_997,47,13,Very High,Good,10899,3 hours,23.885,Yes,No
EMP0997,Employee_998,50,4,Very Low,Excellent,10145,5 hours,28.101,No,Yes
EMP0998,Employee_999,28,10,Very Low,Excellent,8861,5 hours,29.222,No,No
EMP0999,Employee_1000,48,2,High,Excellent,16051,8 hours,25.498,Yes,No
EMP1000,Employee_1001,33,4,High,Good,19632,9 hours,16.788,No,No
EMP1001,Employee_1002,59,12,Very High,Good,15321,12 hours,27.606,No,Yes
EMP1002,Employee_1003,41,9,Low,Worst,7323,4 hours,25.812,No,No
EMP1003,Employee_1004,30,12,Low,Excellent,5860,4 hours,18.44,Yes,No
EMP1004,Employee_1005,42,3,High,Good,17919,5 hours,3.26,No,No
EMP1005,Employee_1006,20,7,Very High,Worst,3569,10 hours,28.002,No,No
EMP1006,Employee_1007,56,12,High,Good,11411,5 hours,26.601,No,No
EMP1007,Employee_1008,40,11,Low,Worst,12586,2 hours,18.292,Yes,No
EMP1008,Employee_1009,45,4,High,Excellent,5122,5 hours,17.833,No,Yes
EMP1009,Employee_1010,55,9,Low,Excellent,17409,7 hours,17.952,No,Yes
EMP1010,Employee_1011,42,11,Low,Excellent,6089,11 hours,4.498,No,No
EMP1011,Employee_1012,20,7,Low,Good,17242,5 hours,28.436,No,No
EMP1012,Employee_1013,59,8,Very Low,Good,10210,11 hours,14.961,No,Yes
EMP1013,Employee_1014,34,3,Very Low,Worst,19433,10 hours,11.518,Yes,No
EMP1014,Employee_1015,40,6,High,Bad,3514,4 hours,13.501,Yes,No
EMP1015,Employee_1016,28,1,Low,Bad,13983,2 hours,23.254,No,No
EMP1016,Employee_1017,28,5,Very Low,Excellent,13970,No OT,2.308,No,No
EMP1017,Employee_1018,29,7,High,Bad,13810,4 hours,16.902,No,No
EMP1018,Employee_1019,45,11,High,Excellent,13029,5 hours,1.717,No,No
EMP1019,Employee_1020,54,6,High,Worst,7671,5 hours,26.545,No,No
EMP1020,Employee_1021,44,6,High,Bad,13441,5 hours,4.345,Yes,No
EMP1021,Employee_1022,45,7,High,Bad,3414,2 hours,16.37,Yes,No
EMP1022,Employee_1023,30,6,Very High,Excellent,18093,3 hours,24.598,No,No
EMP1023,Employee_1024,57,4,Low,Worst,5416,2 hours,25.066,No,Yes
EMP1024,Employee_1025,21,6,High,Bad,8611,1 hours,14.953,No,No
EMP1025,Employee_1026,26,12,Very High,Bad,18231,7 hours,28.061,Yes,No
EMP1026,Employee_1027,37,13,Low,Bad,11395,6 hours,29.231,No,No
EMP1027,Employee_1028,46,9,Very Low,Worst,11260,10 hours,20.102,No,No
EMP1028,Employee_1029,53,2,High,Worst,15648,7 hours,10.095,No,No
EMP1029,Employee_1030,46,4,Very High,Bad,16342,12 hours,10.642,Yes,Yes
EMP1030,Employee_1031,36,6,Very Low,Excellent,17210,5 hours,18.839,No,No
EMP1031,Employee_1032,43,14,Very High,Excellent,9833,10 hours,24.681,No,No
EMP1032,Employee_1033,44,8,Low,Bad,7752,11 hours,8.035,No,No
EMP1033,Employee_1034,26,14,Low,Worst,14978,6 hours,21.614,No,Yes
EMP1034,Employee_1035,25,1,Very Low,Bad,11727,No OT,1.531,Yes,No
EMP1035,Employee_1036,43,3,Very High,Worst,8023,9 hours,3.267,No,No
EMP1036,Employee_1037,52,11,High,Bad,3982,4 hours,17.716,No,No
EMP1037,Employee_1038,48,6,High,Worst,17305,3 hours,22.633,No,No
EMP1038,Employee_1039,41,0,Very Low,Good,19146,9 hours,24.583,No,No
EMP1039,Employee_1040,45,12,Very Low,Excellent,14201,2 hours,23.105,No,No
EMP1040,Employee_1041,47,1,Very Low,Good,19910,1 hours,17.13,No,No
EMP1041,Employee_1042,40,8,Very High,Excellent,18365,8 hours,14.736,No,No
EMP1042,Employee_1043,26,12,High,Worst,13733,7 hours,10.513,No,No
EMP1043,Employee_1044,36,9,High,Good,13108,9 hours,14.815,No,No
EMP1044,Employee_1045,39,6,High,Excellent,6360,1 hours,25.396,No,No
EMP1045,Employee_1046,39,11,Very Low,Bad,12785,5 hours,25.312,Yes,No
EMP1046,Employee_1047,41,9,High,Worst,11112,2 hours,13.244,No,Yes
EMP1047,Employee_1048,47,6,Low,Worst,19016,2 hours,10.9,No,No
EMP1048,Employee_1049,59,5,Very Low,Bad,6625,4 hours,23.884,No,No
EMP1049,Employee_1050,26,2,High,Bad,8469,6 hours,12.718,No,No
EMP1050,Employee_1051,20,9,Very High,Excellent,4223,6 hours,17.784,Yes,No
EMP1051,Employee_1052,51,2,Very Low,Worst,10110,10 hours,24.423,No,No
EMP1052,Employee_1053,32,1,Low,Excellent,12157,9 hours,12.822,No,No
EMP1053,Employee_1054,49,10,Low,Bad,16251,No OT,12.229,No,No
EMP1054,Employee_1055,42,5,Very High,Worst,7992,10 hours,4.991,No,No
EMP1055,Employee_1056,38,3,Very High,Bad,16646,6 hours,27.054,No,No
EMP1056,Employee_1057,51,4,Very Low,Excellent,14870,6 hours,27.49,No,No
EMP1057,Employee_1058,49,2,Very Low,Excellent,7787,5 hours,18.441,No,No
EMP1058,Employee_1059,48,5,Low,Excellent,14140,5 hours,8.933,Yes,No
EMP1059,Employee_1060,48,10,Very High,Worst,6299,12 hours,15.583,No,No
EMP1060,Employee_1061,49,11,Very Low,Bad,12360,12 hours,20.377,No,No
EMP1061,Employee_1062,35,2,Low,Bad,9451,1 hours,9.233,Yes,Yes
EMP1062,Employee_1063,59,13,Very High,Excellent,15941,2 hours,14.088,No,Yes
EMP1063,Employee_1064,38,14,Low,Excellent,18993,2 hours,27.746,Yes,No
EMP1064,Employee_1065,37,13,High,Excellent,17620,12 hours,17.41,Yes,Yes
EMP1065,Employee_1066,20,7,Very High,Excellent,16084,2 hours,20.917,No,No
EMP1066,Employee_1067,33,8,Very Low,Good,8027,1 hours,3.618,No,No
EMP1067,Employee_1068,21,3,Very Low,Good,7260,8 hours,10.362,No,No
EMP1068,Employee_1069,47,14,High,Good,7828,5 hours,7.639,Yes,Yes
EMP1069,Employee_1070,49,8,Very High,Excellent,11772,1 hours,29.274,No,No
EMP1070,Employee_1071,57,11,Low,Excellent,12012,2 hours,24.013,No,No
EMP1071,Employee_1072,23,6,Very Low,Bad,11315,9 hours,25.011,Yes,No
EMP1072,Employee_1073,20,2,High,Worst,17259,5 hours,8.042,Yes,Yes
EMP1073,Employee_1074,27,6,High,Bad,15631,3 hours,26.286,Yes,No
EMP1074,Employee_1075,48,13,Very High,Good,6123,6 hours,12.391,No,No
EMP1075,Employee_1076,58,0,Very High,Bad,7224,5 hours,27.999,Yes,No
EMP1076,Employee_1077,22,2,Very Low,Excellent,13977,5 hours,3.018,No,Yes
EMP1077,Employee_1078,51,5,High,Good,17608,11 hours,13.952,No,No
EMP1078,Employee_1079,29,3,Low,Good,4210,2 hours,17.24,No,No
EMP1079,Employee_1080,29,6,High,Worst,12218,10 hours,22.262,No,No
EMP1080,Employee_1081,38,13,Low,Worst,15453,7 hours,20.282,No,No
EMP1081,Employee_1082,53,2,Low,Good,8429,8 hours,23.459,No,No
EMP1082,Employee_1083,52,0,Very Low,Good,18210,5 hours,3.047,No,No
EMP1083,Employee_1084,42,8,High,Bad,11689,1 hours,22.586,No,Yes
EMP1084,Employee_1085,47,14,Low,Good,15721,No OT,18.942,No,No
EMP1085,Employee_1086,51,5,Very High,Excellent,12885,2 hours,29.17,Yes,Yes
EMP1086,Employee_1087,26,7,Low,Bad,11182,2 hours,2.722,No,Yes
EMP1087,Employee_1088,48,2,Very High,Excellent,11916,7 hours,5.052,Yes,No
EMP1088,Employee_1089,27,7,Very High,Excellent,3375,4 hours,2.651,No,No
EMP1089,Employee_1090,20,1,High,Excellent,8012,No OT,22.606,No,Yes
EMP1090,Employee_1091,22,11,Very High,Good,19640,10 hours,2.778,No,No
EMP1091,Employee_1092,43,3,Low,Worst,3050,3 hours,1.683,No,No
EMP1092,Employee_1093,42,2,Very High,Worst,9590,6 hours,10.471,Yes,No
EMP1093,Employee_1094,27,9,High,Excellent,10437,4 hours,27.87,No,No
EMP1094,Employee_1095,56,0,Very Low,Good,18162,9 hours,19.394,No,No
EMP1095,Employee_1096,22,14,Low,Bad,19978,12 hours,26.791,No,Yes
EMP1096,Employee_1097,52,12,Low,Excellent,16105,5 hours,14.937,No,Yes
EMP1097,Employee_1098,47,12,High,Bad,7731,9 hours,19.966,No,No
EMP1098,Employee_1099,27,6,High,Bad,6873,3 hours,27.469,No,No
EMP1099,Employee_1100,53,10,High,Good,14628,1 hours,9.505,Yes,No
EMP1100,Employee_1101,54,9,High,Good,12264,8 hours,8.443,Yes,No
EMP1101,Employee_1102,51,1,Low,Worst,8748,1 hours,29.57,No,No
EMP1102,Employee_1103,43,3,Very Low,Worst,4476,1 hours,6.492,Yes,No
EMP1103,Employee_1104,33,8,Very High,Good,11032,12 hours,17.827,No,Yes
EMP1104,Employee_1105,51,5,Very High,Excellent,6020,11 hours,19.055,No,No
EMP1105,Employee_1106,35,7,Very Low,Worst,15684,1 hours,28.492,No,No
EMP1106,Employee_1107,23,1,Very Low,Bad,13922,No OT,4.266,Yes,No
EMP1107,Employee_1108,56,6,Very Low,Excellent,18386,12 hours,24.809,No,No
EMP1108,Employee_1109,40,5,High,Bad,11066,11 hours,6.909,No,No
EMP1109,Employee_1110,33,12,Low,Good,15089,11 hours,13.869,No,Yes
EMP1110,Employee_1111,50,13,Low,Bad,16408,2 hours,8.014,No,Yes
EMP1111,Employee_1112,37,8,Low,Excellent,11167,5 hours,22.863,No,Yes
EMP1112,Employee_1113,26,6,High,Good,15816,6 hours,12.287,No,Yes
EMP1113,Employee_1114,29,0,Low,Excellent,5233,No OT,8.819,No,Yes
EMP1114,Employee_1115,26,13,High,Bad,11117,4 hours,22.525,No,Yes
EMP1115,Employee_1116,52,7,Low,Excellent,17550,4 hours,15.837,Yes,No
EMP1116,Employee_1117,42,10,Very Low,Good,9359,No OT,16.186,Yes,No
EMP1117,Employee_1118,40,9,Very High,Bad,17364,3 hours,11.056,No,No
EMP1118,Employee_1119,38,14,Very High,Bad,7197,9 hours,1.715,Yes,No
EMP1119,Employee_1120,38,2,High,Worst,13293,No OT,18.275,Yes,No
EMP1120,Employee_1121,55,13,Low,Worst,12332,12 hours,21.191,No,Yes
EMP1121,Employee_1122,48,1,Very High,Excellent,3615,No OT,17.884,Yes,No
EMP1122,Employee_1123,37,11,Very Low,Worst,15844,11 hours,28.358,No,No
EMP1123,Employee_1124,21,2,Very Low,Worst,15401,6 hours,20.024,No,No
EMP1124,Employee_1125,20,10,Very Low,Worst,12168,6 hours,13.694,No,No
EMP1125,Employee_1126,24,5,High,Worst,12508,2 hours,26.929,No,No
EMP1126,Employee_1127,39,12,High,Good,18554,6 hours,9.894,No,No
EMP1127,Employee_1128,30,13,Low,Good,5339,2 hours,19.717,No,No
EMP1128,Employee_1129,21,2,Very Low,Worst,19246,1 hours,19.578,No,No
EMP1129,Employee_1130,22,9,Low,Excellent,11109,9 hours,24.321,Yes,No
EMP1130,Employee_1131,42,4,Low,Good,13288,3 hours,11.201,No,No
EMP1131,Employee_1132,31,5,Very Low,Worst,16317,9 hours,25.959,Yes,No
EMP1132,Employee_1133,39,7,Low,Good,19762,2 hours,27.634,No,No
EMP1133,Employee_1134,24,6,Very High,Bad,6465,11 hours,11.515,No,No
EMP1134,Employee_1135,56,13,High,Good,9800,6 hours,10.077,No,No
EMP1135,Employee_1136,57,10,Low,Good,19493,11 hours,18.975,No,No
EMP1136,Employee_1137,49,7,Very Low,Excellent,5771,11 hours,22.443,No,No
EMP1137,Employee_1138,28,2,High,Good,6883,No OT,21.782,No,Yes
EMP1138,Employee_1139,53,3,High,Excellent,5600,5 hours,11.443,No,No
EMP1139,Employee_1140,54,5,Low,Bad,8518,1 hours,5.44,No,No
EMP1140,Employee_1141,41,10,Very High,Worst,19689,7 hours,2.783,Yes,Yes
EMP1141,Employee_1142,43,6,Low,Excellent,18923,4 hours,14.113,No,Yes
EMP1142,Employee_1143,36,8,Very High,Good,8701,2 hours,6.385,No,No
EMP1143,Employee_1144,29,12,High,Good,3958,9 hours,5.117,No,Yes
EMP1144,Employee_1145,49,0,Low,Excellent,10595,6 hours,7.982,No,Yes
EMP1145,Employee_1146,42,12,Very Low,Bad,6538,10 hours,3.583,No,No
EMP1146,Employee_1147,51,14,Low,Worst,12983,1 hours,10.921,No,No
EMP1147,Employee_1148,36,7,Very High,Good,5603,4 hours,14.407,No,No
EMP1148,Employee_1149,36,7,Very High,Bad,16467,10 hours,16.316,No,No
EMP1149,Employee_1150,33,5,Low,Worst,3205,7 hours,14.756,No,No
EMP1150,Employee_1151,28,3,Very High,Worst,15442,12 hours,25.838,No,No
EMP1151,Employee_1152,59,2,High,Good,8691,10 hours,28.207,Yes,Yes
EMP1152,Employee_1153,21,10,Low,Excellent,9141,No OT,16.348,Yes,Yes
EMP1153,Employee_1154,44,2,Very High,Good,9728,No OT,29.402,No,Yes
EMP1154,Employee_1155,58,5,Low,Good,9030,2 hours,3.43,No,No
EMP1155,Employee_1156,28,12,Low,Good,19562,2 hours,23.053,No,No
EMP1156,Employee_1157,41,7,Very Low,Bad,16383,12 hours,8.06,No,Yes
EMP1157,Employee_1158,23,6,Low,Excellent,19496,6 hours,25.967,No,No
EMP1158,Employee_1159,45,10,Very Low,Bad,11948,5 hours,3.936,No,No
EMP1159,Employee_1160,48,0,Very High,Good,12088,6 hours,12.864,Yes,Yes
EMP1160,Employee_1161,53,10,Very Low,Excellent,17214,3 hours,26.115,No,No
EMP1161,Employee_1162,42,5,Very Low,Worst,11977,10 hours,10.307,No,No
EMP1162,Employee_1163,56,6,Very Low,Excellent,4803,1 hours,7.709,No,No
EMP1163,Employee_1164,30,11,High,Good,18389,1 hours,10.075,Yes,No
EMP1164,Employee_1165,25,6,Very Low,Excellent,15270,9 hours,21.707,No,No
EMP1165,Employee_1166,37,8,Low,Worst,4542,No OT,7.616,No,No
EMP1166,Employee_1167,40,10,Very Low,Worst,10259,12 hours,3.419,Yes,No
EMP1167,Employee_1168,55,10,Low,Excellent,15400,8 hours,2.399,No,Yes
EMP1168,Employee_1169,57,9,Very Low,Worst,15546,6 hours,10.768,No,No
EMP1169,Employee_1170,53,4,High,Bad,5154,9 hours,19.468,Yes,No
EMP1170,Employee_1171,36,0,Very High,Excellent,11766,2 hours,25.188,Yes,No
EMP1171,Employee_1172,56,1,Very Low,Worst,18749,1 hours,15.245,No,No
EMP1172,Employee_1173,44,14,Very Low,Worst,14230,2 hours,13.978,No,Yes
EMP1173,Employee_1174,57,3,High,Excellent,8902,6 hours,24.371,No,No
EMP1174,Employee_1175,31,4,Very Low,Bad,4222,4 hours,22.54,No,No
EMP1175,Employee_1176,42,8,Low,Excellent,4501,11 hours,15.436,No,No
EMP1176,Employee_1177,41,10,Very Low,Worst,12050,2 hours,22.693,Yes,No
EMP1177,Employee_1178,40,14,Very Low,Excellent,19208,8 hours,2.535,No,Yes
EMP1178,Employee_1179,46,0,Very High,Worst,6574,1 hours,22.137,No,Yes
EMP1179,Employee_1180,50,2,Very High,Good,6729,6 hours,9.281,No,No
EMP1180,Employee_1181,25,4,Very Low,Excellent,14157,9 hours,16.365,No,Yes
EMP1181,Employee_1182,46,2,High,Excellent,10476,5 hours,24.432,No,No
EMP1182,Employee_1183,59,3,Very High,Worst,17962,5 hours,14.45,No,No
EMP1183,Employee_1184,53,14,Very Low,Worst,5522,6 hours,5.19,Yes,No
EMP1184,Employee_1185,31,13,Very High,Worst,5391,5 hours,19.038,No,No
EMP1185,Employee_1186,26,2,Very Low,Worst,15074,1 hours,11.093,No,No
EMP1186,Employee_1187,29,3,Very High,Excellent,14796,10 hours,11.871,No,Yes
EMP1187,Employee_1188,36,13,Very High,Worst,5078,4 hours,24.937,No,Yes
EMP1188,Employee_1189,45,14,Low,Excellent,15269,2 hours,27.746,No,No
EMP1189,Employee_1190,40,12,Very Low,Bad,17362,8 hours,8.452,Yes,No
EMP1190,Employee_1191,47,12,Very Low,Excellent,15960,7 hours,25.941,Yes,Yes
EMP1191,Employee_1192,21,14,Very Low,Worst,13715,9 hours,4.96,No,No
EMP1192,Employee_1193,20,14,Very Low,Worst,6370,10 hours,7.834,No,No
EMP1193,Employee_1194,55,0,Very High,Bad,4908,1 hours,11.564,No,No
EMP1194,Employee_1195,45,11,Low,Excellent,7307,No OT,15.742,No,No
EMP1195,Employee_1196,48,7,Low,Bad,14297,3 hours,6.091,No,No
EMP1196,Employee_1197,40,3,High,Excellent,19881,3 hours,17.902,No,No
EMP1197,Employee_1198,30,6,Very Low,Worst,6587,11 hours,4.71,No,No
EMP1198,Employee_1199,59,1,High,Excellent,15385,9 hours,18.213,No,No
EMP1199,Employee_1200,30,1,Very High,Worst,5413,10 hours,28.209,No,Yes
EMP1200,Employee_1201,55,5,High,Worst,13952,1 hours,7.627,No,Yes
EMP1201,Employee_1202,58,13,Very Low,Good,6457,6 hours,25.846,No,No
EMP1202,Employee_1203,59,1,Low,Good,11464,12 hours,8.988,No,No
EMP1203,Employee_1204,54,14,Low,Excellent,4150,2 hours,3.986,No,No
EMP1204,Employee_1205,53,14,Very Low,Worst,17537,6 hours,29.114,No,No
EMP1205,Employee_1206,43,5,Very High,Bad,10454,6 hours,24.159,No,No
EMP1206,Employee_1207,41,10,Very Low,Worst,17785,No OT,24.074,No,No
EMP1207,Employee_1208,24,14,Very High,Bad,14581,5 hours,22.198,Yes,No
EMP1208,Employee_1209,52,1,Low,Excellent,3018,3 hours,26.583,No,Yes
EMP1209,Employee_1210,55,3,Very High,Excellent,12808,10 hours,11.509,Yes,No
EMP1210,Employee_1211,39,6,Very Low,Bad,19368,7 hours,26.18,No,Yes
EMP1211,Employee_1212,38,7,Very Low,Bad,8577,7 hours,16.3,Yes,Yes
EMP1212,Employee_1213,54,14,Very Low,Worst,7081,2 hours,13.665,No,No
EMP1213,Employee_1214,36,2,Very High,Excellent,9454,3 hours,17.56,No,Yes
EMP1214,Employee_1215,53,13,Very High,Worst,11933,No OT,11.513,No,No
EMP1215,Employee_1216,28,14,Very High,Bad,5671,9 hours,10.906,No,Yes
EMP1216,Employee_1217,45,12,Low,Good,13971,1 hours,26.212,No,No
EMP1217,Employee_1218,21,8,High,Good,17970,6 hours,7.17,No,Yes
EMP1218,Employee_1219,28,1,High,Good,9387,10 hours,3.623,No,Yes
EMP1219,Employee_1220,28,7,Very Low,Bad,9833,11 hours,29.731,No,No
EMP1220,Employee_1221,59,7,Low,Worst,3514,6 hours,20.162,Yes,No
EMP1221,Employee_1222,36,12,Very High,Excellent,3206,12 hours,16.576,Yes,Yes
EMP1222,Employee_1223,20,13,Very Low,Bad,3947,8 hours,21.136,No,Yes
EMP1223,Employee_1224,44,3,Low,Good,13633,9 hours,26.236,No,No
EMP1224,Employee_1225,59,0,Very Low,Worst,18380,8 hours,5.365,No,No
EMP1225,Employee_1226,44,12,Low,Excellent,9861,8 hours,12.379,Yes,No
EMP1226,Employee_1227,58,0,Low,Excellent,9094,5 hours,5.34,Yes,Yes
EMP1227,Employee_1228,54,1,High,Bad,9345,7 hours,5.755,Yes,No
EMP1228,Employee_1229,22,13,Very Low,Bad,16960,8 hours,16.963,No,Yes
EMP1229,Employee_1230,56,14,Very High,Excellent,9532,11 hours,25.66,Yes,No
EMP1230,Employee_1231,49,11,High,Excellent,8943,6 hours,21.054,Yes,No
EMP1231,Employee_1232,57,13,High,Good,17569,3 hours,10.098,No,No
EMP1232,Employee_1233,53,8,Very High,Excellent,12848,3 hours,16.991,No,No
EMP1233,Employee_1234,31,12,Low,Bad,11793,5 hours,20.905,No,No
EMP1234,Employee_1235,38,1,Very High,Worst,8439,10 hours,19.259,No,No
EMP1235,Employee_1236,56,1,Very Low,Good,4203,3 hours,4.958,Yes,No
EMP1236,Employee_1237,36,5,Very High,Good,12583,10 hours,3.136,No,No
EMP1237,Employee_1238,29,6,Low,Excellent,17411,6 hours,11.788,No,No
EMP1238,Employee_1239,31,12,Very High,Worst,16117,7 hours,10.045,No,No
EMP1239,Employee_1240,35,6,Low,Good,10386,7 hours,1.506,Yes,No
EMP1240,Employee_1241,43,14,Low,Bad,6131,7 hours,9.599,No,No
EMP1241,Employee_1242,38,12,Very Low,Excellent,19933,1 hours,22.774,Yes,No
EMP1242,Employee_1243,27,8,Very High,Bad,15078,9 hours,9.715,No,No
EMP1243,Employee_1244,50,5,Very High,Excellent,9205,1 hours,22.997,No,No
EMP1244,Employee_1245,40,13,Very Low,Good,16869,1 hours,24.134,No,Yes
EMP1245,Employee_1246,36,7,Low,Excellent,3658,1 hours,4.05,No,No
EMP1246,Employee_1247,42,10,Very High,Worst,17382,3 hours,15.783,No,Yes
EMP1247,Employee_1248,56,5,Very Low,Bad,15122,4 hours,24.476,No,Yes
EMP1248,Employee_1249,35,1,Low,Worst,14059,3 hours,3.397,No,No
EMP1249,Employee_1250,25,0,Very Low,Bad,16335,4 hours,8.912,Yes,No
EMP1250,Employee_1251,27,4,Very High,Bad,13417,3 hours,28.475,No,No
EMP1251,Employee_1252,44,13,Very Low,Excellent,14258,6 hours,25.903,Yes,No
EMP1252,Employee_1253,37,8,High,Good,13139,9 hours,27.411,No,No
EMP1253,Employee_1254,44,7,Low,Good,12557,No OT,2.309,No,No
EMP1254,Employee_1255,31,13,High,Worst,10735,12 hours,8.202,No,No
EMP1255,Employee_1256,34,12,High,Excellent,12947,No OT,8.7,Yes,No
EMP1256,Employee_1257,45,3,Low,Good,18544,1 hours,5.718,No,No
EMP1257,Employee_1258,45,4,Low,Bad,17795,12 hours,28.111,No,No
EMP1258,Employee_1259,51,12,Very Low,Bad,4579,No OT,6.95,Yes,No
EMP1259,Employee_1260,29,4,Low,Excellent,13987,11 hours,11.233,No,No
EMP1260,Employee_1261,35,5,High,Worst,8992,9 hours,15.171,No,No
EMP1261,Employee_1262,26,2,High,Excellent,3050,11 hours,11.726,No,No
EMP1262,Employee_1263,36,4,Very High,Worst,9452,11 hours,27.768,No,No
EMP1263,Employee_1264,42,1,Low,Excellent,8153,9 hours,18.139,No,No
EMP1264,Employee_1265,45,9,High,Bad,18340,12 hours,1.145,No,No
EMP1265,Employee_1266,40,0,Very High,Excellent,16900,10 hours,22.5,No,No
EMP1266,Employee_1267,41,10,Very High,Good,17970,2 hours,13.014,No,Yes
EMP1267,Employee_1268,26,0,Very Low,Good,5787,5 hours,20.958,No,No
EMP1268,Employee_1269,33,9,High,Excellent,16381,9 hours,27.203,No,No
EMP1269,Employee_1270,34,6,Very Low,Worst,18589,10 hours,22.307,No,No
EMP1270,Employee_1271,26,1,High,Worst,18839,5 hours,2.858,Yes,No
EMP1271,Employee_1272,28,3,Very Low,Bad,5155,No OT,5.722,No,No
EMP1272,Employee_1273,27,4,Very Low,Bad,10019,5 hours,4.598,No,Yes
EMP1273,Employee_1274,42,6,Low,Worst,10607,4 hours,14.583,No,Yes
EMP1274,Employee_1275,48,1,Very Low,Excellent,13928,6 hours,15.869,No,No
EMP1275,Employee_1276,37,13,Low,Bad,18657,5 hours,18.013,No,No
EMP1276,Employee_1277,50,5,Very High,Worst,11598,11 hours,16.216,No,No
EMP1277,Employee_1278,49,0,High,Worst,14571,11 hours,12.358,No,No
EMP1278,Employee_1279,58,6,Very High,Excellent,19206,6 hours,4.518,No,No
EMP1279,Employee_1280,54,8,High,Good,14887,1 hours,23.942,No,No
EMP1280,Employee_1281,37,4,Very High,Worst,18028,11 hours,5.352,No,No
EMP1281,Employee_1282,58,4,High,Bad,18975,No OT,13.106,No,No
EMP1282,Employee_1283,36,3,Very Low,Excellent,16839,6 hours,8.429,Yes,No
EMP1283,Employee_1284,33,2,High,Excellent,16919,8 hours,10.096,No,No
EMP1284,Employee_1285,50,8,High,Excellent,8412,1 hours,6.555,Yes,No
EMP1285,Employee_1286,43,4,Very High,Good,7499,11 hours,8.997,No,No
EMP1286,Employee_1287,54,7,Very High,Good,7909,6 hours,11.809,No,No
EMP1287,Employee_1288,53,8,Very High,Bad,18478,2 hours,28.365,No,Yes
EMP1288,Employee_1289,22,4,Low,Bad,14094,5 hours,17.491,No,Yes
EMP1289,Employee_1290,56,9,Low,Excellent,10654,2 hours,26.618,Yes,No
EMP1290,Employee_1291,59,8,High,Bad,18982,12 hours,26.964,No,No
EMP1291,Employee_1292,45,1,High,Worst,5920,9 hours,10.868,No,No
EMP1292,Employee_1293,42,8,Very Low,Good,8615,12 hours,22.882,No,Yes
EMP1293,Employee_1294,58,10,Very Low,Excellent,7315,10 hours,21.639,No,Yes
EMP1294,Employee_1295,34,3,High,Excellent,15460,10 hours,5.195,Yes,No
EMP1295,Employee_1296,23,5,Low,Worst,5783,10 hours,9.456,No,No
EMP1296,Employee_1297,48,5,High,Worst,12605,4 hours,4.821,No,No
EMP1297,Employee_1298,41,5,Very Low,Worst,15789,1 hours,28.373,No,No
EMP1298,Employee_1299,44,1,Low,Worst,14840,7 hours,28.696,No,Yes
EMP1299,Employee_1300,32,6,Low,Excellent,6331,7 hours,18.06,No,No
EMP1300,Employee_1301,37,12,Very Low,Good,5846,6 hours,12.678,Yes,No
EMP1301,Employee_1302,52,5,High,Good,3929,5 hours,6.178,No,No
EMP1302,Employee_1303,35,10,Very High,Worst,7818,No OT,11.898,Yes,No
EMP1303,Employee_1304,21,13,High,Bad,5262,7 hours,6.566,Yes,No
EMP1304,Employee_1305,54,0,High,Excellent,15775,No OT,21.353,No,No
EMP1305,Employee_1306,53,1,Very Low,Good,10549,7 hours,6.42,No,Yes
EMP1306,Employee_1307,49,6,Low,Worst,12409,10 hours,1.607,No,No
EMP1307,Employee_1308,32,0,Very Low,Bad,12656,1 hours,6.674,No,Yes
EMP1308,Employee_1309,32,14,High,Bad,7174,7 hours,29.001,No,Yes
EMP1309,Employee_1310,37,0,Very High,Worst,7770,9 hours,23.272,No,No
EMP1310,Employee_1311,51,0,Very High,Excellent,8833,11 hours,22.716,No,No
EMP1311,Employee_1312,51,7,Very High,Good,5045,3 hours,24.74,No,No
EMP1312,Employee_1313,54,3,Very Low,Bad,4037,6 hours,24.17,No,No
EMP1313,Employee_1314,58,3,Low,Good,9242,4 hours,3.394,No,Yes
EMP1314,Employee_1315,48,12,Very Low,Good,12651,7 hours,12.051,No,No
EMP1315,Employee_1316,48,1,Very High,Bad,15321,11 hours,9.07,No,Yes
EMP1316,Employee_1317,35,10,High,Worst,9162,5 hours,26.736,No,No
EMP1317,Employee_1318,29,10,Low,Bad,7073,4 hours,22.533,Yes,No
EMP1318,Employee_1319,49,10,Very Low,Bad,19035,No OT,23.673,No,No
EMP1319,Employee_1320,44,0,Very Low,Excellent,9732,2 hours,11.039,Yes,Yes
EMP1320,Employee_1321,58,11,Low,Good,6487,9 hours,29.633,No,No
EMP1321,Employee_1322,39,9,Low,Worst,5184,8 hours,27.067,No,Yes
EMP1322,Employee_1323,24,8,High,Good,16890,8 hours,3.021,No,Yes
EMP1323,Employee_1324,20,6,Low,Bad,12417,4 hours,25.168,No,No
