age,gender,education,department,salary_level,tenure_months,last_promotion_months,avg_monthly_hours,num_trainings,satisfaction_level,performance_score,work_accident,distance_from_home_km,attrition_prob,attrition
35,Male,Bachelors,Sales,Low,75,9,165.38738952300585,2,0.9203102261157047,4,0,0.3,0.2525655705383694,1
57,Other,PhD,HR,Low,44,38,156.01367861229653,5,0.8843798770603454,4,0,2.6,0.4923889079614072,1
41,Female,HighSchool,R&D,Low,174,13,162.01848499970734,5,0.6536816477003468,4,0,4.3,0.25260544368143295,0
56,Female,Bachelors,IT,Low,40,39,182.03633712784764,9,0.7635947721380071,5,1,0.6,0.3032645484100697,1
24,Female,Bachelors,Finance,High,62,42,150.57488433303428,9,0.14461329013175483,4,0,4.9,0.8316919281629468,1
23,Female,HighSchool,R&D,Low,21,59,173.06716015741014,3,0.567519873700073,3,0,0.8,0.31031751815512654,0
54,Male,Bachelors,Sales,High,93,11,155.79177376060878,9,0.7824162432189176,2,0,2.0,0.46388717457628004,1
24,Male,Bachelors,R&D,Low,208,55,188.49085220290158,8,0.2354821415961894,3,0,2.0,0.8163823953438669,0
22,Female,HighSchool,Sales,Medium,106,19,131.88043863949036,2,0.12537364028698517,4,0,0.1,0.8044400998119774,1
36,Female,Masters,R&D,Low,29,9,186.07608243914558,7,0.599877090651199,5,0,14.6,0.715771530639925,0
57,Female,Bachelors,IT,High,180,54,149.36709344161983,9,0.9197575780471369,5,0,3.8,0.142630155398395,0
48,Female,HighSchool,Sales,Low,85,34,202.23571788692385,2,0.9736767453192777,4,0,4.9,0.5764711275329132,1
24,Male,Bachelors,Finance,Medium,40,33,168.70557114659238,3,0.4260703097058577,3,0,5.3,0.8152970083414353,0
54,Female,HighSchool,R&D,High,5,18,177.00496878099486,8,0.4673349551044046,5,0,16.4,0.5995542013300101,1
54,Female,Masters,Sales,Medium,83,10,156.78164643466178,8,0.626275590748975,5,0,4.3,0.49198090019104446,1
52,Male,Bachelors,Finance,Medium,38,3,173.614360834814,8,0.037613231940225145,4,1,2.9,0.9285885907335091,1
57,Female,HighSchool,R&D,Low,127,51,173.60621639611816,2,0.5425080966816312,1,0,16.5,0.9404699436640014,1
29,Female,Bachelors,R&D,Low,104,1,157.1517048427436,2,0.627699595540403,3,0,3.2,0.40738650828919093,0
60,Male,Bachelors,R&D,Low,158,30,175.285927417655,0,0.12500356446194383,4,0,0.0,0.6540236548546645,1
33,Female,Bachelors,Sales,Low,66,16,92.78247478895429,7,0.8291288919921698,3,0,4.0,0.2068844591734813,0
52,Female,HighSchool,Sales,Low,19,50,147.11717115141838,8,0.5354201119506922,4,0,7.2,0.7119563627047707,1
43,Female,HighSchool,R&D,Medium,28,42,160.42804214861428,8,0.8684890535911262,4,0,1.0,0.568562641562117,0
51,Male,Bachelors,Finance,High,23,4,170.03785963892798,4,0.5544723691827245,5,0,1.3,0.8539526940697644,0
45,Female,Bachelors,R&D,Medium,64,7,179.4402827922504,0,0.30821033380791707,4,0,0.1,0.4742933294284324,0
46,Male,Bachelors,Finance,Medium,172,9,154.9460713628621,9,0.37463349091555076,1,0,0.8,0.693945185963459,1
45,Female,Bachelors,Finance,Medium,131,42,152.19104874242169,8,0.9550994027618115,2,0,8.0,0.49372805479734017,1
51,Male,Bachelors,Sales,Low,88,5,177.4304599229646,3,0.45110796711692847,3,0,16.6,0.8616410821123334,1
50,Female,Bachelors,HR,Medium,57,14,183.03094369425264,7,0.5084114567380723,3,0,9.5,0.6791064673831683,1
25,Female,HighSchool,HR,Low,40,28,174.79724942941996,3,0.7585074058617574,4,0,7.6,0.49637154852124976,0
53,Female,Bachelors,R&D,Low,35,11,156.93920466191574,8,0.8151404499813832,4,0,3.2,0.5536609688001732,1
41,Female,Bachelors,R&D,High,63,23,210.9713616485497,5,0.9202572320151466,5,0,1.5,0.7691977996718452,1
33,Male,Bachelors,HR,Low,120,18,161.58707013827416,9,0.6927874838050574,1,0,4.7,0.646272326094583,0
41,Female,Bachelors,IT,Low,143,24,164.32864294321374,7,0.29798194641092346,4,0,5.2,0.9449755370190329,1
59,Male,Bachelors,IT,Low,226,1,192.65880115002994,6,0.1494555407242042,4,0,0.9,0.8179703562211176,0
55,Female,Bachelors,R&D,Medium,228,21,190.5610822062646,0,0.4591476417053961,3,0,4.0,0.8906560200949627,1
54,Male,HighSchool,HR,Low,63,32,174.15024350461746,4,0.0943673788208057,4,0,3.4,0.8248131355971074,0
38,Female,Bachelors,R&D,Medium,175,25,141.9665565326258,6,0.9140231873030877,2,0,14.1,0.686666687766239,0
52,Male,Bachelors,Finance,Low,32,56,162.2532199418629,5,0.9798664107084581,1,0,0.5,0.8446413843130398,1
35,Female,HighSchool,R&D,Medium,191,22,170.34878908450187,2,0.5211459675818594,4,0,3.3,0.7669521404460088,1
48,Female,Bachelors,IT,High,223,18,199.04128940674798,5,0.03874322221541504,4,0,6.2,0.952927850704171,1
46,Male,Masters,IT,Low,146,9,218.9950749732804,2,0.295961540400443,4,0,0.1,0.98640104134327,1
30,Male,PhD,R&D,Medium,129,36,148.019699388449,9,0.38839899121600474,4,0,3.7,0.37535067666838623,0
30,Female,Bachelors,IT,Low,89,34,177.0532411475997,0,0.3906766256615958,3,0,4.0,0.6704621658654314,1
22,Female,Bachelors,R&D,Low,212,3,143.7002331173698,2,0.7030881366953265,3,0,5.7,0.29036683885360737,0
25,Male,Bachelors,Sales,Low,230,52,157.50264930631764,0,0.9814431799348176,4,0,2.0,0.8975810355568214,1
37,Male,Masters,Sales,Low,169,58,142.65000206024308,2,0.0245435263803907,4,0,0.9,0.8087500272536499,1
39,Male,Bachelors,R&D,High,20,59,193.38467901028326,3,0.9655366956390679,4,0,3.3,0.3688898109062325,0
26,Female,Bachelors,Sales,Medium,211,46,164.75665994270648,9,0.9169847407976821,1,0,19.3,0.7332339641072474,0
37,Female,Masters,Sales,High,194,7,165.86884054828323,6,0.8561307679877161,4,0,7.2,0.343725031074085,0
44,Male,HighSchool,R&D,Low,86,53,160.98517505772188,1,0.43625845980892586,5,0,4.1,0.8496149638715623,1
29,Female,Bachelors,Sales,Medium,62,24,167.5259718419826,4,0.3915773761830329,4,0,0.2,0.49183314083579677,1
33,Female,Bachelors,R&D,Medium,184,51,168.2093698098974,1,0.4794795963408438,4,0,3.6,0.9146500691726478,1
35,Female,Bachelors,HR,Low,146,14,146.29605655033757,1,0.6535779357978294,3,0,7.2,0.3966350668095352,1
40,Male,Masters,Sales,Medium,180,41,126.24372353548901,5,0.2629971641623542,2,0,2.0,0.782189417289019,1
35,Male,Bachelors,R&D,High,235,34,133.45161399985517,4,0.40018948452924696,5,0,3.6,0.6973272584068879,0
50,Male,Bachelors,Sales,High,89,27,127.78593832756545,1,0.9595902184111909,5,0,1.2,0.512642943520211,0
33,Male,Bachelors,Finance,High,202,21,163.89824020087468,8,0.07352287385597722,3,0,19.3,0.8524811170271298,1
37,Male,HighSchool,R&D,Low,113,3,143.670437049858,9,0.20241414748131825,4,0,11.9,0.7306968671287934,1
35,Male,Masters,Finance,High,204,52,179.60200719920164,8,0.04144025657123984,3,0,12.1,0.777805895931323,1
27,Male,Masters,HR,High,59,43,164.81325355412935,8,0.5931910258609014,3,0,5.4,0.9198668060350097,1
48,Female,Masters,Finance,Medium,197,56,123.29158192047308,5,0.5196669910120087,4,0,7.2,0.3310411258342334,0
29,Male,Masters,R&D,Low,169,31,151.79035251209444,2,0.06540489416360162,5,0,1.6,0.9462719354557831,1
32,Female,Bachelors,R&D,Low,109,19,117.54305292718588,5,0.461924841945213,4,0,0.3,0.3258922742951846,1
52,Male,Bachelors,Sales,Low,220,36,137.11592168401083,1,0.19536834572614858,5,0,1.7,0.8948991258866683,1
58,Female,Bachelors,R&D,Low,94,21,150.19462622425155,3,0.6460737080342142,5,0,1.2,0.7872245993748466,0
47,Male,HighSchool,R&D,High,178,56,141.09269669167543,3,0.8083232344991608,4,1,7.4,0.18103146636563971,0
57,Female,Bachelors,R&D,High,124,32,197.69833078456196,4,0.10708467633481655,4,0,3.3,0.9025046673268846,0
55,Female,Bachelors,Sales,High,34,40,174.9759116563869,8,0.7549712693739812,2,0,7.4,0.4529507632435098,0
39,Male,HighSchool,R&D,Low,69,38,153.44354822896815,7,0.4409198168164521,4,0,7.9,0.2759047337441912,0
51,Female,Masters,R&D,Medium,192,23,188.5376743882511,6,0.5130253199963388,2,0,0.6,0.8261686963134718,1
33,Male,HighSchool,R&D,Low,115,45,140.51065561412986,4,0.44941036473746365,4,0,2.5,0.5353962264696743,1
38,Female,Bachelors,R&D,Low,204,29,153.35637612991601,0,0.7166933483993942,5,0,14.0,0.5455063702003125,1
41,Male,Masters,R&D,Low,31,6,177.07809799930317,8,0.7121591057162855,3,0,3.4,0.31762532885967404,1
59,Male,Bachelors,R&D,High,184,24,137.68748944558945,1,0.5870619502536444,4,0,2.7,0.2677672536680455,0
54,Male,HighSchool,R&D,Medium,214,3,173.70069746467897,6,0.2262367766025073,4,0,11.2,0.920576603721372,1
40,Female,Bachelors,HR,Medium,238,44,165.855670273443,1,0.3800911692420439,3,0,0.9,0.9592830407700044,1
46,Male,Masters,HR,Low,176,40,171.76153085000303,4,0.8141417389386165,1,0,1.1,0.5267952534897297,1
28,Female,Masters,Sales,Low,113,53,195.94808369059302,1,0.31299720135934483,4,0,1.8,0.8352695402296463,1
52,Male,Bachelors,Sales,Medium,15,28,169.1107102014918,9,0.9180630731763576,5,0,6.6,0.5845735774194434,1
42,Male,HighSchool,R&D,Medium,50,59,162.52080610670427,4,0.28793424904980724,3,0,0.4,0.6167694125373765,0
41,Male,Bachelors,HR,High,158,40,130.05289712558988,8,0.5503696831744843,4,0,4.2,0.7062582444854508,1
51,Female,Bachelors,Sales,Low,211,23,164.20570414930208,4,0.6113964788160362,4,0,0.6,0.8723088279923941,1
45,Female,Masters,R&D,Low,182,18,150.401098352872,3,0.1686846333975185,3,1,7.9,0.6095384642937003,0
22,Male,Bachelors,R&D,High,146,56,157.53743910414403,3,0.49251600337076273,3,0,2.1,0.8976422856055739,1
31,Female,Masters,HR,Medium,206,10,150.53134143152064,7,0.26115651363247916,5,0,6.9,0.3948853870545749,0
27,Male,PhD,Sales,Medium,74,0,169.83025268912428,7,0.2390619176757045,4,0,6.9,0.6566842821518717,0
50,Male,Bachelors,HR,High,79,6,140.187641216591,9,0.48766828342264223,5,1,2.7,0.918480867870916,1
21,Female,Masters,R&D,Medium,22,41,164.24101584459385,0,0.29799429317679993,5,0,4.9,0.9584350888482078,1
28,Male,Bachelors,Finance,Medium,151,47,139.16852723980747,5,0.5931347424045437,5,0,4.0,0.29968861192170293,0
44,Male,HighSchool,IT,Low,44,30,124.02526996145124,2,0.7089283505974553,3,0,4.3,0.8497338063659421,1
48,Female,Masters,R&D,Medium,66,24,153.1653127247707,9,0.7281814966486906,4,0,11.5,0.1946223556592394,0
40,Male,Bachelors,R&D,Low,23,10,169.27785598928403,2,0.20897904145189505,2,0,7.8,0.9029365788960435,1
55,Female,PhD,HR,Medium,203,4,144.46009587431033,0,0.3365799446580815,4,0,3.2,0.5387717116367696,0
57,Female,Bachelors,Finance,Medium,50,44,162.73181314766956,3,0.9698878045246199,5,0,3.1,0.6265355069318251,0
25,Female,Bachelors,R&D,Low,210,14,152.74039560301583,9,0.9157673296476947,4,0,23.0,0.5932820191751398,1
59,Female,Masters,Sales,Low,56,59,139.2915644316948,5,0.9203475330403098,3,0,25.8,0.7367642859353866,0
45,Female,HighSchool,IT,Low,19,51,171.14592608653305,6,0.6084156313380491,3,0,0.7,0.7614755230419833,0
46,Male,Bachelors,Sales,Medium,234,46,146.97348622658888,5,0.5592236668589408,3,0,1.9,0.9592909509916051,1
23,Female,Bachelors,IT,Low,69,28,167.49244653124074,1,0.5322917521908689,2,0,8.1,0.7450969577103983,0
45,Female,HighSchool,Sales,High,173,21,130.79626847301583,9,0.7301931009439486,3,0,7.5,0.2825347563494323,0
49,Female,HighSchool,R&D,Low,25,51,162.7362071385376,1,0.046372707867772256,4,0,8.3,0.9775628354444679,1
43,Male,Masters,IT,Low,45,2,172.47719504826298,3,0.16056344998803262,4,1,0.0,0.6020399723272594,0
23,Female,HighSchool,R&D,Medium,96,56,167.03545148847564,7,0.2707621140776414,4,0,8.1,0.9166687724738677,1
41,Female,Masters,R&D,Medium,181,49,177.8508192818596,9,0.6438819520656707,3,0,3.7,0.6558559202697123,1
58,Male,Masters,R&D,Low,2,4,172.9098795651541,2,0.2644256094440428,3,0,0.8,0.6692831824457931,1
49,Female,Bachelors,Sales,Low,152,13,165.98432910156657,9,0.14042864293341584,4,0,0.2,0.9307508628398024,1
25,Male,Bachelors,Sales,Low,188,56,176.9202238600965,0,0.0972121686233165,2,0,2.4,0.9393886843905034,1
59,Male,HighSchool,R&D,Low,25,39,152.52484533322644,5,0.8961505012226203,2,0,4.0,0.68371772578958,1
59,Female,Masters,R&D,Low,104,22,170.42556725817207,2,0.6756227957271332,4,1,3.4,0.6536778673523974,1
26,Male,HighSchool,Sales,Medium,227,49,160.4356065883827,8,0.42118048074889924,3,0,2.8,0.8785562007539147,1
52,Male,Bachelors,R&D,Medium,128,41,197.01229423436936,1,0.09832797529369697,3,0,8.4,0.6833385699512241,1
36,Male,Masters,IT,Low,180,55,165.46990319062976,5,0.6360258330815561,2,1,12.7,0.9225745726227095,1
44,Male,Bachelors,Finance,Medium,178,24,134.29079664090352,1,0.6206106973439581,3,0,5.7,0.18733987901032956,0
38,Female,Bachelors,R&D,Low,99,35,165.0606661628742,1,0.007283361488971574,5,1,12.3,0.7766528794326776,1
52,Female,PhD,IT,High,171,36,140.97564575747597,5,0.321275191336022,5,0,3.9,0.8217358640030366,1
60,Female,HighSchool,R&D,Medium,227,2,174.56978621648327,2,0.766211616262872,4,0,1.8,0.7112030449992267,1
52,Male,HighSchool,R&D,Medium,76,40,174.9299177690768,5,0.8644928494453274,3,0,1.6,0.48594863302005303,0
58,Female,Bachelors,R&D,Low,12,43,147.81858886335962,2,0.2537347194438312,4,0,5.9,0.9255273346975708,1
58,Female,Masters,Finance,Medium,188,7,139.24334137763353,4,0.4463753222095772,3,0,4.1,0.5713853414471738,1
23,Female,Masters,Sales,Low,75,48,162.65530389794338,2,0.7729918357201027,4,0,7.2,0.2889280527398542,0
30,Male,Masters,Sales,High,154,25,141.92074489892184,7,0.5964685573586657,4,0,5.4,0.40404660932446046,0
49,Male,PhD,IT,Low,38,25,143.2309602758957,9,0.35319291989476287,4,0,11.6,0.5274532815037063,0
44,Female,HighSchool,HR,Low,53,12,149.87874338584635,0,0.9715982720290748,3,0,14.2,0.5312405613685192,0
22,Female,Bachelors,HR,Medium,181,51,172.48621928349675,4,0.5103205104746581,3,0,1.3,0.8089542033252157,0
23,Male,HighSchool,HR,Medium,7,7,130.32126292294666,8,0.6260742026372902,3,0,3.2,0.6503756659830205,0
41,Female,Masters,R&D,Medium,119,58,144.91032058290577,9,0.5036353324397442,4,0,5.4,0.3569884404567961,1
45,Male,Masters,Sales,High,181,35,207.9747463994281,9,0.1285662327962468,5,0,3.7,0.8820005836164744,1
26,Male,Bachelors,HR,Low,113,14,199.07607969148125,0,0.5458617691420651,4,0,3.0,0.8090701686876937,1
27,Female,Masters,Sales,Low,40,40,184.19597426790455,9,0.28002327711844266,3,0,4.6,0.9699272763228108,1
25,Female,Bachelors,Sales,High,152,42,160.87580934252637,0,0.0239741089201978,4,0,11.6,0.732576651116493,1
43,Male,HighSchool,IT,Low,27,15,175.0398864400759,2,0.16193864976911887,4,0,3.0,0.6055858973002328,1
20,Female,Bachelors,Sales,Medium,139,52,152.30570174561595,4,0.9260861442842706,2,0,3.6,0.36066276165292327,0
43,Female,PhD,Sales,Low,101,0,105.90490263712003,8,0.8005641314867704,4,0,2.1,0.49301404517010894,1
39,Male,Bachelors,R&D,Low,130,7,148.59574547866035,4,0.022118876127341203,4,0,2.7,0.8286032624793088,1
39,Female,HighSchool,Finance,Low,221,58,150.52040097877838,7,0.609539456975122,4,0,6.1,0.6896301808792843,1
47,Female,PhD,IT,High,212,45,160.564564934512,5,0.588504668358256,4,0,4.0,0.4479611555373099,0
41,Female,Bachelors,Sales,Low,172,28,169.65945893083304,4,0.47084904842080066,4,0,1.5,0.8731720954850072,1
49,Other,Bachelors,R&D,Low,119,18,193.01854113571991,1,0.14404131335872028,4,0,16.6,0.9105112691143212,1
51,Female,Masters,HR,Low,191,39,160.63559969775596,9,0.9356779900704594,5,0,0.5,0.5148887355775393,1
57,Male,Bachelors,R&D,Low,24,41,139.9295766782047,0,0.5200822241162345,4,0,3.2,0.9676386370630428,1
52,Male,Bachelors,Sales,Low,65,4,156.08144766274452,2,0.7328584061299698,4,0,2.5,0.24921305139474942,0
41,Female,HighSchool,R&D,High,111,25,172.88211517727117,8,0.8495011817530264,4,0,0.7,0.34400897381075685,0
40,Other,Masters,R&D,Medium,200,37,157.75566018944565,5,0.9628646282629555,1,0,2.3,0.30314360779779126,0
29,Male,Bachelors,Sales,Low,93,35,143.92961140531943,3,0.10932249575730657,4,0,12.2,0.774510798093462,1
44,Male,Bachelors,HR,Low,100,45,170.49146838888436,2,0.38423920282621693,4,0,4.5,0.7844036822631045,1
25,Female,Masters,Sales,Low,228,54,137.1440421172588,1,0.5254494407346991,3,0,2.3,0.8380832889558869,1
58,Male,HighSchool,Finance,Low,235,2,142.42855503086284,2,0.5781789758037292,4,0,1.5,0.6157703742711677,1
54,Male,Masters,R&D,Low,9,31,168.32184903064362,8,0.9102771893569361,4,0,0.8,0.9625235082110606,1
24,Female,Masters,R&D,High,137,31,144.2957637693456,8,0.4813523106239115,2,0,2.0,0.2951547125313545,0
52,Female,Masters,HR,Low,166,12,152.9489958835046,6,0.7663294989741227,3,0,5.0,0.5276660930539033,1
24,Female,Bachelors,Sales,Low,145,8,160.3181201242745,6,0.44977338749023943,5,0,0.3,0.8080930059869882,0
49,Female,Bachelors,Sales,Medium,232,54,159.16161509944297,2,0.38413492434499874,1,1,0.2,0.1858847393768523,0
23,Male,Bachelors,R&D,Low,219,8,140.6464188592941,7,0.2599943944755746,5,0,6.3,0.8632611617398344,1
40,Female,Masters,HR,Medium,61,26,166.57762149328104,9,0.30361930661533,5,0,0.1,0.9330802094810938,1
46,Male,PhD,Finance,Medium,227,36,141.64889559638866,3,0.6363013068041039,4,0,0.2,0.5189367264882053,1
49,Male,Bachelors,R&D,Low,101,28,193.01292497848482,5,0.055433828007910524,4,0,3.8,0.8375489504057892,1
37,Female,Bachelors,HR,High,5,37,151.97208180280657,9,0.31230327548057124,3,0,0.0,0.6503699068463843,1
57,Female,HighSchool,Sales,Low,87,1,172.15788502622277,1,0.6747594087243257,3,0,7.6,0.7569079063201254,1
51,Female,Bachelors,Sales,Low,56,33,174.66289701790282,4,0.08956472638412505,2,0,7.6,0.9327822803705712,1
28,Male,Masters,Sales,Medium,222,48,152.90253357913437,7,0.5404750753093516,4,0,0.5,0.782124271962188,0
47,Female,Masters,IT,Medium,147,30,140.65834939630605,3,0.4591959009772877,5,0,2.4,0.4855000102573649,0
49,Female,Bachelors,R&D,Low,74,59,174.59321030685956,0,0.06512649031192419,3,0,6.5,0.9688150138719224,1
33,Female,PhD,R&D,Low,1,28,131.5480526436171,1,0.07644178985831851,3,1,13.2,0.8979223401370949,1
50,Female,HighSchool,HR,High,89,18,134.6042698724918,8,0.6008195449136421,2,0,4.3,0.9256747148499108,1
56,Male,Bachelors,Sales,Medium,76,28,172.1396446281373,2,0.5280158646839922,4,0,1.3,0.4561801877471435,0
53,Female,Bachelors,Sales,Medium,108,18,155.98435991025727,8,0.7207266303204345,4,0,2.0,0.7798109274938663,0
51,Female,Bachelors,Sales,Medium,47,20,145.86216670616045,7,0.6242945593476039,5,0,0.2,0.3207382015697971,1
46,Female,Masters,Sales,Medium,129,27,150.0265891577758,6,0.4921315298164436,3,0,7.1,0.4647188017306609,1
31,Female,Bachelors,R&D,Medium,126,15,144.0901001778554,3,0.43183623187213316,4,1,4.5,0.589047407741817,0
52,Female,HighSchool,Sales,Low,173,2,203.62288678491697,4,0.3183688264563652,4,0,0.8,0.5403320078799437,0
34,Male,HighSchool,HR,Low,143,15,180.36782155732283,3,0.0401069690342678,5,0,0.8,0.892099542952498,0
41,Male,Bachelors,Finance,Medium,174,1,143.51371044613686,3,0.07819643917769736,4,1,3.6,0.8873458088429491,1
32,Female,Bachelors,IT,Medium,46,54,153.7470239113263,3,0.578075802154704,2,0,6.7,0.620262058996795,1
32,Other,Bachelors,Sales,Medium,33,52,171.93631796524275,3,0.5796692042474925,3,0,4.4,0.556216384448615,1
26,Other,Bachelors,R&D,Medium,129,16,140.48389640693537,3,0.04518359901607949,4,0,8.2,0.8952563159005742,1
59,Male,HighSchool,Sales,Medium,237,53,148.82551490534362,3,0.4348441872913652,4,0,2.4,0.46463353258400214,0
26,Male,Masters,Sales,Low,95,22,154.03763921808397,5,0.9494890309778719,4,0,6.7,0.15124872110734436,1
23,Female,Bachelors,R&D,Medium,175,22,142.3723492331075,5,0.1880473771961313,3,0,15.1,0.8962589314253797,1
58,Female,Bachelors,R&D,High,237,30,181.9280955631589,9,0.7681399057501372,3,0,2.0,0.6476440255892938,1
42,Male,Bachelors,R&D,Medium,23,54,145.71280590136917,1,0.5081385805673254,3,0,5.2,0.7304145222733128,1
37,Female,Bachelors,Finance,High,16,44,157.67128354124142,9,0.7778671097553321,2,1,0.3,0.3318032348525818,0
50,Male,Bachelors,Sales,High,158,38,162.33359019099896,8,0.2717912683308308,4,0,0.9,0.8373783122664897,0
35,Female,HighSchool,IT,Low,201,46,191.72289702454054,9,0.9844469705302052,3,0,5.7,0.8236023686001642,1
25,Male,Masters,Sales,Medium,161,52,158.27403213180241,8,0.35999335220132467,3,0,19.1,0.4024948821479196,0
49,Male,Bachelors,IT,Medium,239,43,202.73909633275588,6,0.6267996819282141,3,0,0.2,0.9822414748722363,1
27,Male,Bachelors,R&D,Low,9,28,152.74613011931712,4,0.6835657081033927,3,1,9.4,0.44724049741384825,1
42,Female,PhD,Sales,Medium,130,18,155.5842647324874,9,0.6605765151241197,4,0,6.5,0.3426926860046287,1
58,Female,Bachelors,R&D,Low,170,27,178.73934634261212,8,0.5296834310755162,4,0,2.7,0.6911989790978171,1
58,Female,Bachelors,Sales,Low,163,9,198.4015424866223,3,0.6765347290344865,5,0,4.3,0.2010555652136332,0
34,Male,Bachelors,HR,Low,9,36,154.7099650597747,2,0.6793142805326721,4,0,2.9,0.46621762970559455,1
51,Male,Bachelors,Sales,Low,31,49,184.72315834094542,1,0.7376943870710405,2,0,16.2,0.6747815361449601,1
45,Male,HighSchool,Finance,Low,239,1,176.94837227026983,6,0.7262136552987489,3,0,26.5,0.629965531751929,1
39,Female,Masters,R&D,Low,84,52,144.78444923417464,9,0.6731886616668533,4,0,18.8,0.5355921551802323,0
25,Male,Bachelors,IT,Low,44,38,159.63804975318834,8,0.9106695974542898,4,0,3.0,0.8258095681169249,1
35,Female,Masters,Sales,Low,44,54,159.18642037948038,8,0.8982664333608916,3,1,1.1,0.7365877702592186,0
46,Female,PhD,R&D,Medium,42,42,139.36959984079837,8,0.042621064824198585,4,0,10.0,0.931466036467486,1
60,Female,HighSchool,Finance,Medium,140,51,163.28361429354382,3,0.9810481961017301,4,0,17.5,0.42515068606067574,0
20,Male,Bachelors,Sales,Low,121,45,161.60024196995823,8,0.794111405329155,4,0,4.7,0.7925763196855115,1
49,Female,HighSchool,Sales,High,226,21,167.4946302629428,2,0.5934874868599942,4,0,1.3,0.5168144890688744,0
54,Male,Bachelors,R&D,Low,115,32,161.39675408782165,5,0.6083540489230291,3,0,4.8,0.8904942045929289,1
58,Male,Masters,R&D,Medium,8,9,146.65466131185914,3,0.38874213182857287,4,0,0.1,0.35154564025879564,1
37,Female,HighSchool,Finance,High,127,50,208.92323808404336,2,0.4304102888901833,3,0,11.6,0.9269344453318611,1
24,Female,PhD,Sales,High,119,40,164.3391617237325,4,0.37903983487680104,5,0,7.1,0.7360424801620987,1
31,Female,Bachelors,Finance,Medium,79,35,185.99801076279365,7,0.9491530666591742,2,0,1.9,0.6031228115385112,1
54,Male,Bachelors,IT,Low,173,38,168.76138366621507,8,0.5980525645335942,4,0,1.8,0.9213982778690799,0
55,Other,HighSchool,HR,Medium,225,41,190.1396771171827,5,0.15889490899768788,5,1,1.5,0.8024439651458808,1
46,Other,Bachelors,Sales,Medium,103,14,144.47948755904468,3,0.7703864848563865,3,0,2.1,0.4056891840420765,0
25,Male,Bachelors,Sales,Medium,174,36,158.22174986597634,6,0.6943309898767067,3,0,5.0,0.8879728994058079,1
24,Female,Bachelors,IT,Low,129,37,151.03861295643117,4,0.6333024746649569,2,0,2.6,0.6925522911381048,0
39,Male,Bachelors,HR,High,174,41,148.56069498756617,3,0.2640910534616121,4,0,1.8,0.6713712003468062,1
44,Female,HighSchool,R&D,High,109,59,165.35028357991166,1,0.6186461490265686,3,0,15.2,0.3179051523060593,0
21,Female,PhD,IT,Medium,63,20,155.07568972555643,4,0.8163438988822136,4,0,2.4,0.22120425887926956,0
48,Female,Bachelors,Sales,High,143,10,131.45689447556813,7,0.16719950214713986,4,0,13.9,0.8366653546968525,1
42,Female,Bachelors,HR,Low,94,59,153.94548263035136,5,0.5473656814898606,2,0,0.8,0.8347194951390277,0
20,Male,Masters,R&D,Low,17,22,152.28001795022396,6,0.20897244578626906,4,0,10.4,0.5617607298148798,0
23,Female,Masters,Finance,Medium,178,17,177.6147468577034,7,0.5523705490662942,5,0,1.3,0.4320108788583354,1
38,Female,Masters,HR,Medium,131,23,131.06149737796756,1,0.6420907208334156,5,1,15.1,0.27837802894794816,0
49,Male,Masters,R&D,Low,146,47,149.7420466637796,8,0.8108000524904478,2,0,6.2,0.7745811035204568,1
53,Male,HighSchool,Sales,Low,123,12,144.99216015299294,2,0.4984257459903111,5,1,1.5,0.7479585059118469,1
37,Female,Bachelors,IT,Medium,212,1,174.89916665160862,2,0.9304098797503643,4,0,2.0,0.2580205094081799,1
32,Female,Bachelors,HR,Low,44,47,149.09090089007063,3,0.9113560956316206,5,0,3.5,0.3281571275420592,0
59,Female,HighSchool,R&D,Medium,20,30,180.92121926616582,7,0.8168832182013349,3,0,2.9,0.259093844816128,1
38,Female,Masters,IT,High,128,42,159.0583694523994,6,0.5551687194578805,4,0,2.0,0.8639643804902776,1
32,Female,HighSchool,R&D,Low,208,15,169.79547875179432,0,0.18941244583564287,4,1,2.1,0.7548210815611334,1
38,Male,Masters,R&D,Medium,111,13,182.11404668438712,0,0.6508450895252194,5,1,2.0,0.670331431996653,1
20,Male,Masters,IT,Low,101,27,135.95724377925146,6,0.7059720958166018,2,0,0.7,0.4705844889646997,0
32,Female,Bachelors,R&D,Medium,142,51,155.05645599889098,5,0.4946310805557118,4,0,7.3,0.6191853565381752,1
41,Female,Bachelors,Finance,High,82,44,168.4219718876785,3,0.9669471057677378,4,0,3.7,0.18213190592412837,0
57,Female,PhD,Finance,Low,135,25,163.95764647253682,2,0.09704320168519465,5,0,6.0,0.9387026293419315,1
50,Female,Masters,R&D,Low,231,9,134.06007835390656,7,0.8542021499925951,5,0,3.5,0.6536043108812287,0
52,Female,Masters,Sales,High,97,33,173.93029770648354,9,0.9037911666832339,5,0,4.2,0.6515545428143817,1
42,Female,Masters,Finance,Low,116,3,160.9544626662903,8,0.6281526415272981,4,0,23.4,0.4696414752642703,0
24,Female,HighSchool,R&D,Low,187,41,162.56455387183567,8,0.8877642994081887,3,0,4.4,0.7079836609996992,0
36,Male,HighSchool,R&D,Low,161,25,155.57292187918213,0,0.21210018202658243,4,0,10.4,0.6529549199318626,0
60,Female,HighSchool,R&D,Low,86,52,96.36417028439293,5,0.3452515518843453,5,0,1.7,0.7775396495062693,1
